timestamp,glucose
2026-01-01 15:00:00,104.31
2026-01-01 15:15:00,105.19
2026-01-01 15:30:00,101.05
2026-01-01 15:45:00,93.22
2026-01-01 16:00:00,100.1
2026-01-01 16:15:00,103.09
2026-01-01 16:30:00,112.02
2026-01-01 16:45:00,108.0
2026-01-01 17:00:00,97.25
2026-01-01 17:15:00,101.12
2026-01-01 17:30:00,110.0
2026-01-01 17:45:00,107.46
2026-01-01 18:00:00,105.81
2026-01-01 18:15:00,103.65
2026-01-01 18:30:00,91.61
2026-01-01 18:45:00,105.12
2026-01-01 19:00:00,147.29
2026-01-01 19:15:00,140.21
2026-01-01 19:30:00,140.23
2026-01-01 19:45:00,141.17
2026-01-01 20:00:00,147.43
2026-01-01 20:15:00,141.08
2026-01-01 20:30:00,94.81
2026-01-01 20:45:00,103.9
2026-01-01 21:00:00,99.95
2026-01-01 21:15:00,98.37
2026-01-01 21:30:00,99.79
2026-01-01 21:45:00,99.98
2026-01-01 22:00:00,101.78
2026-01-01 22:15:00,97.81
2026-01-01 22:30:00,104.48
2026-01-01 22:45:00,113.04
2026-01-01 23:00:00,108.86
2026-01-01 23:15:00,108.91
2026-01-01 23:30:00,105.72
2026-01-01 23:45:00,102.44
2026-01-02 00:00:00,111.59
2026-01-02 00:15:00,107.6
2026-01-02 00:30:00,108.29
2026-01-02 00:45:00,115.56
2026-01-02 01:00:00,108.3
2026-01-02 01:15:00,105.87
2026-01-02 01:30:00,110.24
2026-01-02 01:45:00,112.48
2026-01-02 02:00:00,114.42
2026-01-02 02:15:00,109.32
2026-01-02 02:30:00,117.24
2026-01-02 02:45:00,116.84
2026-01-02 03:00:00,106.0
2026-01-02 03:15:00,120.56
2026-01-02 03:30:00,111.71
2026-01-02 03:45:00,117.72
2026-01-02 04:00:00,117.75
2026-01-02 04:15:00,120.87
2026-01-02 04:30:00,119.75
2026-01-02 04:45:00,118.41
2026-01-02 05:00:00,126.03
2026-01-02 05:15:00,119.9
2026-01-02 05:30:00,116.55
2026-01-02 05:45:00,128.61
2026-01-02 06:00:00,115.43
2026-01-02 06:15:00,124.82
2026-01-02 06:30:00,126.95
2026-01-02 06:45:00,117.87
2026-01-02 07:00:00,109.2
2026-01-02 07:15:00,119.9
2026-01-02 07:30:00,120.07
2026-01-02 07:45:00,105.31
2026-01-02 08:00:00,155.51
2026-01-02 08:15:00,152.79
2026-01-02 08:30:00,146.18
2026-01-02 08:45:00,140.12
2026-01-02 09:00:00,155.61
2026-01-02 09:15:00,153.97
2026-01-02 09:30:00,116.38
2026-01-02 09:45:00,117.57
2026-01-02 10:00:00,108.46
2026-01-02 10:15:00,119.07
2026-01-02 10:30:00,110.2
2026-01-02 10:45:00,112.95
2026-01-02 11:00:00,118.79
2026-01-02 11:15:00,111.32
2026-01-02 11:30:00,105.95
2026-01-02 11:45:00,104.74
2026-01-02 12:00:00,107.39
2026-01-02 12:15:00,113.14
2026-01-02 12:30:00,113.93
2026-01-02 12:45:00,104.09
2026-01-02 13:00:00,144.29
2026-01-02 13:15:00,150.91
2026-01-02 13:30:00,147.54
2026-01-02 13:45:00,152.24
2026-01-02 14:00:00,146.91
2026-01-02 14:15:00,147.73
2026-01-02 14:30:00,100.47
2026-01-02 14:45:00,93.86
2026-01-02 15:00:00,107.19
2026-01-02 15:15:00,100.22
2026-01-02 15:30:00,106.08
2026-01-02 15:45:00,107.36
2026-01-02 16:00:00,107.0
2026-01-02 16:15:00,96.03
2026-01-02 16:30:00,98.58
2026-01-02 16:45:00,94.84
2026-01-02 17:00:00,93.71
2026-01-02 17:15:00,99.85
2026-01-02 17:30:00,108.4
2026-01-02 17:45:00,107.46
2026-01-02 18:00:00,98.65
2026-01-02 18:15:00,94.08
2026-01-02 18:30:00,92.34
2026-01-02 18:45:00,103.73
2026-01-02 19:00:00,143.01
2026-01-02 19:15:00,139.8
2026-01-02 19:30:00,144.1
2026-01-02 19:45:00,134.35
2026-01-02 20:00:00,147.43
2026-01-02 20:15:00,141.11
2026-01-02 20:30:00,99.85
2026-01-02 20:45:00,105.69
2026-01-02 21:00:00,99.97
2026-01-02 21:15:00,104.14
2026-01-02 21:30:00,107.04
2026-01-02 21:45:00,105.98
2026-01-02 22:00:00,102.51
2026-01-02 22:15:00,106.82
2026-01-02 22:30:00,104.63
2026-01-02 22:45:00,110.41
2026-01-02 23:00:00,110.15
2026-01-02 23:15:00,110.93
2026-01-02 23:30:00,102.49
2026-01-02 23:45:00,111.38
2026-01-03 00:00:00,103.43
2026-01-03 00:15:00,107.6
2026-01-03 00:30:00,106.79
2026-01-03 00:45:00,116.85
2026-01-03 01:00:00,96.71
2026-01-03 01:15:00,112.77
2026-01-03 01:30:00,118.94
2026-01-03 01:45:00,108.92
2026-01-03 02:00:00,110.39
2026-01-03 02:15:00,112.42
2026-01-03 02:30:00,118.57
2026-01-03 02:45:00,125.47
2026-01-03 03:00:00,113.72
2026-01-03 03:15:00,125.59
2026-01-03 03:30:00,118.12
2026-01-03 03:45:00,116.15
2026-01-03 04:00:00,119.45
2026-01-03 04:15:00,106.16
2026-01-03 04:30:00,119.04
2026-01-03 04:45:00,118.47
2026-01-03 05:00:00,121.4
2026-01-03 05:15:00,124.23
2026-01-03 05:30:00,119.08
2026-01-03 05:45:00,128.02
2026-01-03 06:00:00,117.22
2026-01-03 06:15:00,111.25
2026-01-03 06:30:00,123.58
2026-01-03 06:45:00,117.07
2026-01-03 07:00:00,115.75
2026-01-03 07:15:00,115.85
2026-01-03 07:30:00,115.95
2026-01-03 07:45:00,112.24
2026-01-03 08:00:00,150.68
2026-01-03 08:15:00,163.28
2026-01-03 08:30:00,154.39
2026-01-03 08:45:00,156.02
2026-01-03 09:00:00,155.32
2026-01-03 09:15:00,151.26
2026-01-03 09:30:00,108.57
2026-01-03 09:45:00,118.57
2026-01-03 10:00:00,117.19
2026-01-03 10:15:00,110.45
2026-01-03 10:30:00,112.04
2026-01-03 10:45:00,107.62
2026-01-03 11:00:00,109.75
2026-01-03 11:15:00,113.06
2026-01-03 11:30:00,107.0
2026-01-03 11:45:00,106.49
2026-01-03 12:00:00,117.0
2026-01-03 12:15:00,103.33
2026-01-03 12:30:00,109.58
2026-01-03 12:45:00,109.89
2026-01-03 13:00:00,149.11
2026-01-03 13:15:00,150.68
2026-01-03 13:30:00,150.08
2026-01-03 13:45:00,150.91
2026-01-03 14:00:00,148.61
2026-01-03 14:15:00,145.9
2026-01-03 14:30:00,113.44
2026-01-03 14:45:00,90.64
2026-01-03 15:00:00,108.34
2026-01-03 15:15:00,94.56
2026-01-03 15:30:00,102.3
2026-01-03 15:45:00,104.01
2026-01-03 16:00:00,98.62
2026-01-03 16:15:00,101.83
2026-01-03 16:30:00,101.96
2026-01-03 16:45:00,101.79
2026-01-03 17:00:00,101.83
2026-01-03 17:15:00,105.55
2026-01-03 17:30:00,103.85
2026-01-03 17:45:00,103.48
2026-01-03 18:00:00,107.14
2026-01-03 18:15:00,101.47
2026-01-03 18:30:00,112.3
2026-01-03 18:45:00,106.57
2026-01-03 19:00:00,142.98
2026-01-03 19:15:00,141.15
2026-01-03 19:30:00,148.89
2026-01-03 19:45:00,144.18
2026-01-03 20:00:00,141.62
2026-01-03 20:15:00,143.77
2026-01-03 20:30:00,97.46
2026-01-03 20:45:00,111.72
2026-01-03 21:00:00,109.42
2026-01-03 21:15:00,97.06
2026-01-03 21:30:00,96.17
2026-01-03 21:45:00,103.3
2026-01-03 22:00:00,97.0
2026-01-03 22:15:00,110.13
2026-01-03 22:30:00,107.34
2026-01-03 22:45:00,105.96
2026-01-03 23:00:00,103.14
2026-01-03 23:15:00,115.18
2026-01-03 23:30:00,105.48
2026-01-03 23:45:00,109.7
2026-01-04 00:00:00,113.81
2026-01-04 00:15:00,112.83
2026-01-04 00:30:00,112.5
2026-01-04 00:45:00,111.33
2026-01-04 01:00:00,118.62
2026-01-04 01:15:00,113.8
2026-01-04 01:30:00,113.78
2026-01-04 01:45:00,114.72
2026-01-04 02:00:00,121.76
2026-01-04 02:15:00,116.3
2026-01-04 02:30:00,115.81
2026-01-04 02:45:00,120.69
2026-01-04 03:00:00,107.53
2026-01-04 03:15:00,114.78
2026-01-04 03:30:00,115.91
2026-01-04 03:45:00,108.28
2026-01-04 04:00:00,119.28
2026-01-04 04:15:00,120.43
2026-01-04 04:30:00,108.07
2026-01-04 04:45:00,117.0
2026-01-04 05:00:00,112.19
2026-01-04 05:15:00,120.59
2026-01-04 05:30:00,116.07
2026-01-04 05:45:00,113.95
2026-01-04 06:00:00,123.62
2026-01-04 06:15:00,115.15
2026-01-04 06:30:00,127.22
2026-01-04 06:45:00,115.18
2026-01-04 07:00:00,113.15
2026-01-04 07:15:00,119.9
2026-01-04 07:30:00,109.85
2026-01-04 07:45:00,112.82
2026-01-04 08:00:00,147.03
2026-01-04 08:15:00,160.66
2026-01-04 08:30:00,159.33
2026-01-04 08:45:00,156.21
2026-01-04 09:00:00,149.62
2026-01-04 09:15:00,145.28
2026-01-04 09:30:00,115.22
2026-01-04 09:45:00,118.32
2026-01-04 10:00:00,105.37
2026-01-04 10:15:00,111.46
2026-01-04 10:30:00,105.82
2026-01-04 10:45:00,112.39
2026-01-04 11:00:00,116.08
2026-01-04 11:15:00,114.27
2026-01-04 11:30:00,115.11
2026-01-04 11:45:00,109.38
2026-01-04 12:00:00,101.4
2026-01-04 12:15:00,108.75
2026-01-04 12:30:00,102.75
2026-01-04 12:45:00,113.14
2026-01-04 13:00:00,147.92
2026-01-04 13:15:00,154.66
2026-01-04 13:30:00,156.22
2026-01-04 13:45:00,152.84
2026-01-04 14:00:00,145.57
2026-01-04 14:15:00,148.77
2026-01-04 14:30:00,107.83
2026-01-04 14:45:00,107.75
2026-01-04 15:00:00,105.25
2026-01-04 15:15:00,101.93
2026-01-04 15:30:00,100.64
2026-01-04 15:45:00,104.73
2026-01-04 16:00:00,97.65
2026-01-04 16:15:00,104.65
2026-01-04 16:30:00,98.1
2026-01-04 16:45:00,114.17
2026-01-04 17:00:00,110.41
2026-01-04 17:15:00,97.43
2026-01-04 17:30:00,95.48
2026-01-04 17:45:00,93.08
2026-01-04 18:00:00,101.67
2026-01-04 18:15:00,90.94
2026-01-04 18:30:00,92.0
2026-01-04 18:45:00,105.18
2026-01-04 19:00:00,137.29
2026-01-04 19:15:00,135.21
2026-01-04 19:30:00,144.33
2026-01-04 19:45:00,143.19
2026-01-04 20:00:00,139.92
2026-01-04 20:15:00,139.9
2026-01-04 20:30:00,104.41
2026-01-04 20:45:00,108.64
2026-01-04 21:00:00,101.52
2026-01-04 21:15:00,107.36
2026-01-04 21:30:00,106.11
2026-01-04 21:45:00,99.06
2026-01-04 22:00:00,99.32
2026-01-04 22:15:00,104.9
2026-01-04 22:30:00,113.39
2026-01-04 22:45:00,111.5
2026-01-04 23:00:00,105.71
2026-01-04 23:15:00,110.96
2026-01-04 23:30:00,111.85
2026-01-04 23:45:00,104.63
2026-01-05 00:00:00,113.91
2026-01-05 00:15:00,113.85
2026-01-05 00:30:00,111.9
2026-01-05 00:45:00,114.22
2026-01-05 01:00:00,111.57
2026-01-05 01:15:00,114.01
2026-01-05 01:30:00,114.84
2026-01-05 01:45:00,109.98
2026-01-05 02:00:00,114.54
2026-01-05 02:15:00,118.6
2026-01-05 02:30:00,121.66
2026-01-05 02:45:00,117.21
2026-01-05 03:00:00,109.66
2026-01-05 03:15:00,119.68
2026-01-05 03:30:00,121.28
2026-01-05 03:45:00,129.42
2026-01-05 04:00:00,118.43
2026-01-05 04:15:00,119.96
2026-01-05 04:30:00,127.76
2026-01-05 04:45:00,119.44
2026-01-05 05:00:00,119.74
2026-01-05 05:15:00,117.1
2026-01-05 05:30:00,115.34
2026-01-05 05:45:00,125.87
2026-01-05 06:00:00,120.46
2026-01-05 06:15:00,120.41
2026-01-05 06:30:00,123.41
2026-01-05 06:45:00,119.84
2026-01-05 07:00:00,125.54
2026-01-05 07:15:00,119.48
2026-01-05 07:30:00,121.58
2026-01-05 07:45:00,123.56
2026-01-05 08:00:00,156.76
2026-01-05 08:15:00,159.85
2026-01-05 08:30:00,149.33
2026-01-05 08:45:00,153.29
2026-01-05 09:00:00,149.72
2026-01-05 09:15:00,155.11
2026-01-05 09:30:00,116.83
2026-01-05 09:45:00,122.41
2026-01-05 10:00:00,111.98
2026-01-05 10:15:00,112.54
2026-01-05 10:30:00,113.8
2026-01-05 10:45:00,108.31
2026-01-05 11:00:00,109.07
2026-01-05 11:15:00,108.36
2026-01-05 11:30:00,115.8
2026-01-05 11:45:00,112.54
2026-01-05 12:00:00,115.01
2026-01-05 12:15:00,104.37
2026-01-05 12:30:00,100.88
2026-01-05 12:45:00,119.07
2026-01-05 13:00:00,152.12
2026-01-05 13:15:00,150.12
2026-01-05 13:30:00,148.95
2026-01-05 13:45:00,155.98
2026-01-05 14:00:00,145.25
2026-01-05 14:15:00,153.26
2026-01-05 14:30:00,109.27
2026-01-05 14:45:00,108.96
2026-01-05 15:00:00,94.37
2026-01-05 15:15:00,100.79
2026-01-05 15:30:00,116.31
2026-01-05 15:45:00,100.89
2026-01-05 16:00:00,106.99
2026-01-05 16:15:00,99.74
2026-01-05 16:30:00,96.11
2026-01-05 16:45:00,93.84
2026-01-05 17:00:00,106.13
2026-01-05 17:15:00,106.32
2026-01-05 17:30:00,109.74
2026-01-05 17:45:00,103.63
2026-01-05 18:00:00,98.43
2026-01-05 18:15:00,100.69
2026-01-05 18:30:00,106.4
2026-01-05 18:45:00,94.57
2026-01-05 19:00:00,140.84
2026-01-05 19:15:00,151.56
2026-01-05 19:30:00,136.16
2026-01-05 19:45:00,143.92
2026-01-05 20:00:00,133.23
2026-01-05 20:15:00,139.31
2026-01-05 20:30:00,87.17
2026-01-05 20:45:00,99.52
2026-01-05 21:00:00,100.94
2026-01-05 21:15:00,105.31
2026-01-05 21:30:00,100.96
2026-01-05 21:45:00,95.43
2026-01-05 22:00:00,109.68
2026-01-05 22:15:00,105.3
2026-01-05 22:30:00,105.37
2026-01-05 22:45:00,106.45
2026-01-05 23:00:00,111.58
2026-01-05 23:15:00,107.77
2026-01-05 23:30:00,104.19
2026-01-05 23:45:00,108.62
2026-01-06 00:00:00,115.97
2026-01-06 00:15:00,108.98
2026-01-06 00:30:00,109.13
2026-01-06 00:45:00,109.34
2026-01-06 01:00:00,114.99
2026-01-06 01:15:00,119.78
2026-01-06 01:30:00,116.2
2026-01-06 01:45:00,116.6
2026-01-06 02:00:00,126.17
2026-01-06 02:15:00,124.88
2026-01-06 02:30:00,114.04
2026-01-06 02:45:00,115.7
2026-01-06 03:00:00,119.03
2026-01-06 03:15:00,113.13
2026-01-06 03:30:00,122.47
2026-01-06 03:45:00,119.8
2026-01-06 04:00:00,116.3
2026-01-06 04:15:00,117.91
2026-01-06 04:30:00,118.03
2026-01-06 04:45:00,116.16
2026-01-06 05:00:00,123.24
2026-01-06 05:15:00,115.23
2026-01-06 05:30:00,116.8
2026-01-06 05:45:00,112.02
2026-01-06 06:00:00,118.62
2026-01-06 06:15:00,126.1
2026-01-06 06:30:00,122.68
2026-01-06 06:45:00,113.57
2026-01-06 07:00:00,110.57
2026-01-06 07:15:00,115.05
2026-01-06 07:30:00,112.7
2026-01-06 07:45:00,121.5
2026-01-06 08:00:00,156.56
2026-01-06 08:15:00,148.91
2026-01-06 08:30:00,162.32
2026-01-06 08:45:00,149.45
2026-01-06 09:00:00,154.79
2026-01-06 09:15:00,157.02
2026-01-06 09:30:00,114.62
2026-01-06 09:45:00,113.44
2026-01-06 10:00:00,101.42
2026-01-06 10:15:00,105.22
2026-01-06 10:30:00,112.57
2026-01-06 10:45:00,110.82
2026-01-06 11:00:00,112.84
2026-01-06 11:15:00,113.46
2026-01-06 11:30:00,111.7
2026-01-06 11:45:00,102.14
2026-01-06 12:00:00,120.2
2026-01-06 12:15:00,111.2
2026-01-06 12:30:00,115.2
2026-01-06 12:45:00,120.33
2026-01-06 13:00:00,153.05
2026-01-06 13:15:00,161.41
2026-01-06 13:30:00,153.64
2026-01-06 13:45:00,154.59
2026-01-06 14:00:00,144.26
2026-01-06 14:15:00,153.82
2026-01-06 14:30:00,92.93
2026-01-06 14:45:00,95.22
2026-01-06 15:00:00,99.95
2026-01-06 15:15:00,95.63
2026-01-06 15:30:00,102.44
2026-01-06 15:45:00,102.25
2026-01-06 16:00:00,106.81
2026-01-06 16:15:00,98.14
2026-01-06 16:30:00,97.92
2026-01-06 16:45:00,97.2
2026-01-06 17:00:00,101.89
2026-01-06 17:15:00,97.02
2026-01-06 17:30:00,99.45
2026-01-06 17:45:00,98.52
2026-01-06 18:00:00,99.2
2026-01-06 18:15:00,103.68
2026-01-06 18:30:00,104.17
2026-01-06 18:45:00,92.48
2026-01-06 19:00:00,143.13
2026-01-06 19:15:00,144.06
2026-01-06 19:30:00,146.32
2026-01-06 19:45:00,134.27
2026-01-06 20:00:00,146.67
2026-01-06 20:15:00,150.57
2026-01-06 20:30:00,99.38
2026-01-06 20:45:00,97.56
2026-01-06 21:00:00,110.79
2026-01-06 21:15:00,107.45
2026-01-06 21:30:00,95.41
2026-01-06 21:45:00,100.39
2026-01-06 22:00:00,116.59
2026-01-06 22:15:00,104.57
2026-01-06 22:30:00,111.85
2026-01-06 22:45:00,106.7
2026-01-06 23:00:00,107.78
2026-01-06 23:15:00,113.03
2026-01-06 23:30:00,112.04
2026-01-06 23:45:00,111.89
2026-01-07 00:00:00,106.73
2026-01-07 00:15:00,109.02
2026-01-07 00:30:00,111.54
2026-01-07 00:45:00,112.17
2026-01-07 01:00:00,120.11
2026-01-07 01:15:00,111.8
2026-01-07 01:30:00,117.16
2026-01-07 01:45:00,108.79
2026-01-07 02:00:00,118.17
2026-01-07 02:15:00,116.37
2026-01-07 02:30:00,118.1
2026-01-07 02:45:00,116.12
2026-01-07 03:00:00,123.78
2026-01-07 03:15:00,120.1
2026-01-07 03:30:00,125.74
2026-01-07 03:45:00,113.19
2026-01-07 04:00:00,118.04
2026-01-07 04:15:00,116.92
2026-01-07 04:30:00,125.39
2026-01-07 04:45:00,119.15
2026-01-07 05:00:00,115.79
2026-01-07 05:15:00,121.77
2026-01-07 05:30:00,117.81
2026-01-07 05:45:00,120.63
2026-01-07 06:00:00,123.46
2026-01-07 06:15:00,115.83
2026-01-07 06:30:00,112.36
2026-01-07 06:45:00,120.8
2026-01-07 07:00:00,124.97
2026-01-07 07:15:00,122.23
2026-01-07 07:30:00,116.03
2026-01-07 07:45:00,120.47
2026-01-07 08:00:00,155.25
2026-01-07 08:15:00,149.9
2026-01-07 08:30:00,150.4
2026-01-07 08:45:00,156.28
2026-01-07 09:00:00,149.15
2026-01-07 09:15:00,151.77
2026-01-07 09:30:00,110.14
2026-01-07 09:45:00,111.82
2026-01-07 10:00:00,120.71
2026-01-07 10:15:00,114.65
2026-01-07 10:30:00,109.68
2026-01-07 10:45:00,109.04
2026-01-07 11:00:00,112.89
2026-01-07 11:15:00,114.72
2026-01-07 11:30:00,109.84
2026-01-07 11:45:00,112.67
2026-01-07 12:00:00,109.81
2026-01-07 12:15:00,113.25
2026-01-07 12:30:00,103.12
2026-01-07 12:45:00,101.31
2026-01-07 13:00:00,139.19
2026-01-07 13:15:00,149.24
2026-01-07 13:30:00,145.37
2026-01-07 13:45:00,155.47
2026-01-07 14:00:00,152.73
2026-01-07 14:15:00,148.19
2026-01-07 14:30:00,106.15
2026-01-07 14:45:00,99.06
2026-01-07 15:00:00,105.88
2026-01-07 15:15:00,90.11
2026-01-07 15:30:00,101.11
2026-01-07 15:45:00,110.0
2026-01-07 16:00:00,99.17
2026-01-07 16:15:00,100.91
2026-01-07 16:30:00,94.69
2026-01-07 16:45:00,100.02
2026-01-07 17:00:00,98.29
2026-01-07 17:15:00,94.69
2026-01-07 17:30:00,98.47
2026-01-07 17:45:00,95.67
2026-01-07 18:00:00,95.2
2026-01-07 18:15:00,99.18
2026-01-07 18:30:00,92.12
2026-01-07 18:45:00,104.37
2026-01-07 19:00:00,142.42
2026-01-07 19:15:00,145.73
2026-01-07 19:30:00,142.07
2026-01-07 19:45:00,141.42
2026-01-07 20:00:00,141.0
2026-01-07 20:15:00,140.85
2026-01-07 20:30:00,110.41
2026-01-07 20:45:00,98.18
2026-01-07 21:00:00,104.91
2026-01-07 21:15:00,99.0
2026-01-07 21:30:00,99.84
2026-01-07 21:45:00,98.47
2026-01-07 22:00:00,103.38
2026-01-07 22:15:00,107.25
2026-01-07 22:30:00,101.73
2026-01-07 22:45:00,107.37
2026-01-07 23:00:00,102.58
2026-01-07 23:15:00,99.73
2026-01-07 23:30:00,111.14
2026-01-07 23:45:00,107.25
